uri,code,result
/repositories/11/archival_objects/2399224,200,"{'status': 'Updated', 'id': 2399224, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399224', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412912, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412912', 'warnings': []}"
/repositories/11/archival_objects/2399225,200,"{'status': 'Updated', 'id': 2399225, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399225', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412913, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412913', 'warnings': []}"
/repositories/11/archival_objects/2399226,200,"{'status': 'Updated', 'id': 2399226, 'lock_version': 13, 'stale': True, 'uri': '/repositories/11/archival_objects/2399226', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412914, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412914', 'warnings': []}"
/repositories/11/archival_objects/2399227,200,"{'status': 'Updated', 'id': 2399227, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399227', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412915, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412915', 'warnings': []}"
/repositories/11/archival_objects/2399228,200,"{'status': 'Updated', 'id': 2399228, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399228', 'warnings': []}"
/repositories/11/top_containers,200,"{'status': 'Created', 'id': 412916, 'lock_version': 0, 'stale': None, 'uri': '/repositories/11/top_containers/412916', 'warnings': []}"
/repositories/11/archival_objects/2399229,200,"{'status': 'Updated', 'id': 2399229, 'lock_version': 11, 'stale': True, 'uri': '/repositories/11/archival_objects/2399229', 'warnings': []}"
